Biofilm;Replicate;SS_mgL;%MP;Size_um;Lower cutoff;Upper cutoff;Midpoint;dn/dlogDP;Count;%sample;%area;%mass;ppm
1;1;100;40;7;7;8;7.5;23.8760737;1.38462;0.0512821;0.151002;0.182801;0.00174068
1;1;100;40;8;8;9;8.5;0;0;0;0;0;0
1;1;100;40;9;9;10;9.5;0;0;0;0;0;0
1;1;100;40;10;10;11;10.5;0;0;0;0;0;0
1;1;100;40;11;11;12;11.5;18.32057066;0.692308;0.025641;0.186441;0.557349;0.00530724
1;1;100;40;12;12;13;12.5;0;0;0;0;0;0
1;1;100;40;13;13;14;13.5;0;0;0;0;0;0
1;1;100;40;14;14;15;14.5;0;0;0;0;0;0
1;1;100;40;15;15;16;15.5;0;0;0;0;0;0
1;1;100;40;16;16;17;16.5;0;0;0;0;0;0
1;1;100;40;17;17;18;17.5;0;0;0;0;0;0
1;1;100;40;18;18;19;18.5;0;0;0;0;0;0
1;1;100;40;9999;19;100;59.5;1.919760018;1.38462;0.0512821;0;0;0
1;2;100;40;3;3;4;3.5;217.6490714;27.1928;0.445783;0.121091;0.00851599;0.00115329
1;2;100;40;4;4;5;4.5;91.00483765;8.81928;0.144578;0.0698182;0.00872911;0.00118215
1;2;100;40;5;5;6;5.5;74.2539464;5.87952;0.0963855;0.0727273;0.0142075;0.00192407
1;2;100;40;6;6;7;6.5;76.84580588;5.14458;0.0843373;0.0916364;0.0257781;0.00349103
1;2;100;40;7;7;8;7.5;38.01941675;2.20482;0.0361446;0.0534545;0.0204674;0.00277181
1;2;100;40;8;8;9;8.5;0;0;0;0;0;0
1;2;100;40;9;9;10;9.5;32.12326511;1.46988;0.0240964;0.0589091;0.0372862;0.00504952
1;2;100;40;10;10;11;10.5;35.51062209;1.46988;0.0240964;0.0727273;0.0568301;0.00769627
1;2;100;40;11;11;12;11.5;19.44874276;0.73494;0.0120482;0.044;0.0416025;0.00563406
1;2;100;40;12;12;13;12.5;21.14198704;0.73494;0.0120482;0.0523636;0.0589215;0.00797949
1;2;100;40;13;13;14;13.5;0;0;0;0;0;0
1;2;100;40;14;14;15;14.5;24.52806865;0.73494;0.0120482;0.0712727;0.109159;0.014783
1;2;100;40;15;15;16;15.5;26.22095856;0.73494;0.0120482;0.0818182;0.143851;0.0194812
1;2;100;40;16;16;17;16.5;0;0;0;0;0;0
1;2;100;40;17;17;18;17.5;59.2130458;1.46988;0.0240964;0.210182;0.474651;0.06428
1;2;100;40;18;18;19;18.5;0;0;0;0;0;0
1;2;100;40;9999;19;100;59.5;6.11391614;4.40964;0.0722892;0;0;0
1;3;100;40;3;3;4;3.5;82.173874;10.2667;0.466667;0.18806;0.0470188;0.000435425
1;3;100;40;4;4;5;4.5;15.13434943;1.46667;0.0666667;0.0477612;0.021229;0.000196594
1;3;100;40;5;5;6;5.5;43.22008267;3.42222;0.155556;0.174129;0.120933;0.00111992
1;3;100;40;6;6;7;6.5;51.11850798;3.42222;0.155556;0.250746;0.250767;0.00232227
1;3;100;40;7;7;8;7.5;33.72123376;1.95556;0.0888889;0.195025;0.265473;0.00245845
1;3;100;40;8;8;9;8.5;9.55747589;0.488889;0.0222222;0.0636816;0.113221;0.0010485
1;3;100;40;9;9;10;9.5;10.68434903;0.488889;0.0222222;0.080597;0.181358;0.0016795
1;3;100;40;10;10;11;10.5;0;0;0;0;0;0
1;3;100;40;11;11;12;11.5;0;0;0;0;0;0
1;3;100;40;12;12;13;12.5;0;0;0;0;0;0
1;3;100;40;13;13;14;13.5;0;0;0;0;0;0
1;3;100;40;14;14;15;14.5;0;0;0;0;0;0
1;3;100;40;15;15;16;15.5;0;0;0;0;0;0
1;3;100;40;16;16;17;16.5;0;0;0;0;0;0
1;3;100;40;17;17;18;17.5;0;0;0;0;0;0
1;3;100;40;18;18;19;18.5;0;0;0;0;0;0
1;3;100;40;9999;19;100;59.5;0.677839086;0.488889;0.0222222;0;0;0
1;1;100;80;3;3;4;3.5;14.76395592;1.84459;0.141892;0.0245009;0.00162494;7.82E-05
1;1;100;80;4;4;5;4.5;21.75327332;2.10811;0.162162;0.0497796;0.00586928;0.000282574
1;1;100;80;5;5;6;5.5;18.85850595;1.49324;0.114865;0.0550946;0.0101499;0.000488663
1;1;100;80;6;6;7;6.5;23.61696519;1.58108;0.121622;0.0840031;0.0222849;0.0010729
1;1;100;80;7;7;8;7.5;27.26378545;1.58108;0.121622;0.114338;0.0412856;0.00198767
1;1;100;80;8;8;9;8.5;8.5858718;0.439189;0.0337838;0.041483;0.0195643;0.000941912
1;1;100;80;9;9;10;9.5;9.59818807;0.439189;0.0337838;0.0525019;0.0313382;0.00150876
1;1;100;80;10;10;11;10.5;19.09856771;0.790541;0.0608108;0.116671;0.0859758;0.00413926
1;1;100;80;11;11;12;11.5;6.973380139;0.263514;0.0202703;0.0470573;0.0419591;0.0020201
1;1;100;80;12;12;13;12.5;2.526826175;0.0878378;0.00675676;0.0186674;0.0198088;0.000953686
1;1;100;80;13;13;14;13.5;8.187559186;0.263514;0.0202703;0.0657247;0.0818518;0.00394071
1;1;100;80;14;14;15;14.5;5.863054111;0.175676;0.0135135;0.0508167;0.0733966;0.00353364
1;1;100;80;15;15;16;15.5;6.267713168;0.175676;0.0135135;0.0583355;0.0967228;0.00465667
1;1;100;80;16;16;17;16.5;10.00853102;0.263514;0.0202703;0.0995592;0.187817;0.00904235
1;1;100;80;17;17;18;17.5;3.538481831;0.0878378;0.00675676;0.0374644;0.0797865;0.00384128
1;1;100;80;18;18;19;18.5;7.4815929;0.175676;0.0135135;0.0840031;0.200564;0.00965607
1;1;100;80;9999;19;100;59.5;1.705006779;1.22973;0.0945946;0;0;0
1;2;100;80;3;3;4;3.5;62.86721167;7.85455;0.290909;0.0636886;0.00395207;0.000333123
1;2;100;80;4;4;5;4.5;60.78742348;5.89091;0.218182;0.0849182;0.00936788;0.000789625
1;2;100;80;5;5;6;5.5;24.79930663;1.96364;0.0727273;0.0442282;0.0076236;0.000642598
1;2;100;80;6;6;7;6.5;14.66564723;0.981818;0.0363636;0.0318443;0.00790415;0.000666246
1;2;100;80;7;7;8;7.5;8.465123618;0.490909;0.0181818;0.0216718;0.00732171;0.000617152
1;2;100;80;8;8;9;8.5;28.79095555;1.47273;0.0545455;0.0849182;0.0374715;0.0031585
1;2;100;80;9;9;10;9.5;0;0;0;0;0;0
1;2;100;80;10;10;11;10.5;35.57947484;1.47273;0.0545455;0.132685;0.0914832;0.00771118
1;2;100;80;11;11;12;11.5;12.99094193;0.490909;0.0181818;0.0535161;0.0446469;0.00376331
1;2;100;80;12;12;13;12.5;28.24391574;0.981818;0.0363636;0.127377;0.126466;0.0106599
1;2;100;80;13;13;14;13.5;0;0;0;0;0;0
1;2;100;80;14;14;15;14.5;0;0;0;0;0;0
1;2;100;80;15;15;16;15.5;17.51449716;0.490909;0.0181818;0.0995135;0.154378;0.0130126
1;2;100;80;16;16;17;16.5;0;0;0;0;0;0
1;2;100;80;17;17;18;17.5;39.55182341;0.981818;0.0363636;0.255639;0.509385;0.0429364
1;2;100;80;18;18;19;18.5;0;0;0;0;0;0
1;2;100;80;9999;19;100;59.5;5.445115574;3.92727;0.145455;0;0;0
1;3;100;80;3;3;4;3.5;64.03138224;8;0.25;0.0546358;0.00435688;0.000339292
1;3;100;80;4;4;5;4.5;30.01846672;2.90909;0.0909091;0.0353201;0.00500724;0.000389938
1;3;100;80;5;5;6;5.5;55.10951416;4.36364;0.136364;0.0827815;0.018337;0.001428
1;3;100;80;6;6;7;6.5;43.45376404;2.90909;0.0909091;0.0794702;0.0253491;0.00197406
1;3;100;80;7;7;8;7.5;50.16368913;2.90909;0.0909091;0.108168;0.0469624;0.00365719
1;3;100;80;8;8;9;8.5;14.21773483;0.727273;0.0227273;0.0353201;0.0200289;0.00155975
1;3;100;80;9;9;10;9.5;0;0;0;0;0;0
1;3;100;80;10;10;11;10.5;17.57008508;0.727273;0.0227273;0.0551876;0.0488988;0.00380799
1;3;100;80;11;11;12;11.5;0;0;0;0;0;0
1;3;100;80;12;12;13;12.5;62.76432112;2.18182;0.0681818;0.238411;0.30419;0.0236888
1;3;100;80;13;13;14;13.5;45.19385769;1.45455;0.0454545;0.186534;0.27932;0.021752
1;3;100;80;14;14;15;14.5;0;0;0;0;0;0
1;3;100;80;15;15;16;15.5;25.94741774;0.727273;0.0227273;0.124172;0.24755;0.019278
1;3;100;80;16;16;17;16.5;0;0;0;0;0;0
1;3;100;80;17;17;18;17.5;0;0;0;0;0;0
1;3;100;80;18;18;19;18.5;0;0;0;0;0;0
1;3;100;80;9999;19;100;59.5;7.058489313;5.09091;0.159091;0;0;0
1;1;1000;0;3;3;4;3.5;3260.646066;407.381;0.714703;0.531884;0.283519;0.0172776
1;1;1000;0;4;4;5;4.5;1282.870533;124.323;0.218111;0.288567;0.273457;0.0166645
1;1;1000;0;5;5;6;5.5;329.4429085;26.0857;0.0457644;0.0946055;0.140081;0.00853652
1;1;1000;0;6;6;7;6.5;116.0653116;7.7702;0.0136319;0.0405797;0.0865236;0.00527274
1;1;1000;0;7;7;8;7.5;47.8526786;2.77507;0.00486855;0.0197262;0.0572485;0.00348871
1;1;1000;0;8;8;9;8.5;10.85019806;0.555015;0.00097371;0.00515298;0.0195327;0.00119032
1;1;1000;0;9;9;10;9.5;0;0;0;0;0;0
1;1;1000;0;10;10;11;10.5;0;0;0;0;0;0
1;1;1000;0;11;11;12;11.5;29.37476246;1.11003;0.00194742;0.0194847;0.139638;0.00850949
1;1;1000;0;12;12;13;12.5;0;0;0;0;0;0
1;1;1000;0;13;13;14;13.5;0;0;0;0;0;0
1;1;1000;0;14;14;15;14.5;0;0;0;0;0;0
1;1;1000;0;15;15;16;15.5;0;0;0;0;0;0
1;1;1000;0;16;16;17;16.5;0;0;0;0;0;0
1;1;1000;0;17;17;18;17.5;0;0;0;0;0;0
1;1;1000;0;18;18;19;18.5;0;0;0;0;0;0
1;1;1000;0;9999;19;100;59.5;0;0;0;0;0;0
1;2;1000;0;3;3;4;3.5;2789.271042;348.488;0.550534;0.379365;0.208529;0.0147799
1;2;1000;0;4;4;5;4.5;2452.79092;237.7;0.375514;0.460019;0.449535;0.0318616
1;2;1000;0;5;5;6;5.5;499.2343765;39.53;0.0624486;0.119534;0.182516;0.0129362
1;2;1000;0;6;6;7;6.5;85.46264924;5.72145;0.00903862;0.0249135;0.0547779;0.00388248
1;2;1000;0;7;7;8;7.5;8.969021168;0.520131;0.000821693;0.00308273;0.00922571;0.000653889
1;2;1000;0;8;8;9;8.5;10.16823756;0.520131;0.000821693;0.00402642;0.0157387;0.00111551
1;2;1000;0;9;9;10;9.5;0;0;0;0;0;0
1;2;1000;0;10;10;11;10.5;0;0;0;0;0;0
1;2;1000;0;11;11;12;11.5;0;0;0;0;0;0
1;2;1000;0;12;12;13;12.5;14.96258587;0.520131;0.000821693;0.00905945;0.0796769;0.00564725
1;2;1000;0;13;13;14;13.5;0;0;0;0;0;0
1;2;1000;0;14;14;15;14.5;0;0;0;0;0;0
1;2;1000;0;15;15;16;15.5;0;0;0;0;0;0
1;2;1000;0;16;16;17;16.5;0;0;0;0;0;0
1;2;1000;0;17;17;18;17.5;0;0;0;0;0;0
1;2;1000;0;18;18;19;18.5;0;0;0;0;0;0
1;2;1000;0;9999;19;100;59.5;0;0;0;0;0;0
1;3;1000;0;3;3;4;3.5;2320.601343;289.933;0.457307;0.289017;0.101831;0.0122965
1;3;1000;0;4;4;5;4.5;3088.452789;299.302;0.472085;0.530412;0.332237;0.0401188
1;3;1000;0;5;5;6;5.5;420.7258873;33.3136;0.0525452;0.0922456;0.0902818;0.0109019
1;3;1000;0;6;6;7;6.5;108.8530166;7.28736;0.0114943;0.0290574;0.0409518;0.00494508
1;3;1000;0;7;7;8;7.5;17.95163043;1.04105;0.00164204;0.00565004;0.0108383;0.00130877
1;3;1000;0;8;8;9;8.5;10.17594001;0.520525;0.000821018;0.00368982;0.00924486;0.00111635
1;3;1000;0;9;9;10;9.5;0;0;0;0;0;0
1;3;1000;0;10;10;11;10.5;25.15057905;1.04105;0.00164204;0.0115307;0.0451409;0.00545093
1;3;1000;0;11;11;12;11.5;13.77467116;0.520525;0.000821018;0.00697607;0.0330454;0.00399035
1;3;1000;0;12;12;13;12.5;0;0;0;0;0;0
1;3;1000;0;13;13;14;13.5;0;0;0;0;0;0
1;3;1000;0;14;14;15;14.5;0;0;0;0;0;0
1;3;1000;0;15;15;16;15.5;0;0;0;0;0;0
1;3;1000;0;16;16;17;16.5;19.77007146;0.520525;0.000821018;0.0147593;0.147918;0.0178616
1;3;1000;0;17;17;18;17.5;20.96897071;0.520525;0.000821018;0.0166619;0.188511;0.0227634
1;3;1000;0;18;18;19;18.5;0;0;0;0;0;0
1;3;1000;0;9999;19;100;59.5;0;0;0;0;0;0
1;1;1000;10;3;3;4;3.5;2928.515286;365.885;0.568144;0.392414;0.159542;0.0155177
1;1;1000;10;4;4;5;4.5;2460.633247;238.46;0.370279;0.454666;0.328625;0.0319635
1;1;1000;10;5;5;6;5.5;414.0071246;32.7816;0.0509031;0.0976624;0.110295;0.0107278
1;1;1000;10;6;6;7;6.5;78.97854444;5.28736;0.00821018;0.0226829;0.0368883;0.00358792
1;1;1000;10;7;7;8;7.5;9.117403839;0.528736;0.000821018;0.00308739;0.00683401;0.000664706
1;1;1000;10;8;8;9;8.5;0;0;0;0;0;0
1;1;1000;10;9;9;10;9.5;0;0;0;0;0;0
1;1;1000;10;10;10;11;10.5;0;0;0;0;0;0
1;1;1000;10;11;11;12;11.5;0;0;0;0;0;0
1;1;1000;10;12;12;13;12.5;15.21012553;0.528736;0.000821018;0.00907315;0.0590213;0.00574066
1;1;1000;10;13;13;14;13.5;0;0;0;0;0;0
1;1;1000;10;14;14;15;14.5;0;0;0;0;0;0
1;1;1000;10;15;15;16;15.5;0;0;0;0;0;0
1;1;1000;10;16;16;17;16.5;0;0;0;0;0;0
1;1;1000;10;17;17;18;17.5;0;0;0;0;0;0
1;1;1000;10;18;18;19;18.5;22.51751807;0.528736;0.000821018;0.0204146;0.298795;0.0290621
1;1;1000;10;9999;19;100;59.5;0;0;0;0;0;0
1;2;1000;10;3;3;4;3.5;2740.719246;342.422;0.578415;0.36498;0.116821;0.0145226
1;2;1000;10;4;4;5;4.5;1941.822049;188.182;0.317875;0.356585;0.202905;0.0252242
1;2;1000;10;5;5;6;5.5;453.8865172;35.9393;0.0607083;0.106408;0.094607;0.0117611
1;2;1000;10;6;6;7;6.5;208.768786;13.9764;0.0236088;0.0595886;0.0762911;0.00948416
1;2;1000;10;7;7;8;7.5;77.46610062;4.49241;0.00758853;0.02607;0.0454303;0.00564768
1;2;1000;10;8;8;9;8.5;19.51641781;0.998314;0.00168634;0.0075668;0.0172227;0.00214104
1;2;1000;10;9;9;10;9.5;21.8174989;0.998314;0.00168634;0.00957673;0.0275874;0.00342954
1;2;1000;10;10;10;11;10.5;48.2363005;1.99663;0.00337268;0.0236463;0.0840951;0.0104543
1;2;1000;10;11;11;12;11.5;13.20920904;0.499157;0.00084317;0.00715299;0.0307809;0.00382654
1;2;1000;10;12;12;13;12.5;0;0;0;0;0;0
1;2;1000;10;13;13;14;13.5;15.50914745;0.499157;0.00084317;0.00999054;0.060046;0.00746464
1;2;1000;10;14;14;15;14.5;0;0;0;0;0;0
1;2;1000;10;15;15;16;15.5;17.80876672;0.499157;0.00084317;0.013301;0.106433;0.0132312
1;2;1000;10;16;16;17;16.5;18.95849298;0.499157;0.00084317;0.0151336;0.137781;0.0171284
1;2;1000;10;17;17;18;17.5;0;0;0;0;0;0
1;2;1000;10;18;18;19;18.5;0;0;0;0;0;0
1;2;1000;10;9999;19;100;59.5;1.384151105;0.998314;0.00168634;0;0;0
1;3;1000;10;3;3;4;3.5;3115.326844;389.225;0.690116;0.5;0.238028;0.0165076
1;3;1000;10;4;4;5;4.5;1342.245202;130.077;0.230632;0.297061;0.251409;0.0174356
1;3;1000;10;5;5;6;5.5;304.4521424;24.1069;0.0427427;0.0860215;0.113753;0.00788895
1;3;1000;10;6;6;7;6.5;135.0336596;9.04007;0.0160285;0.0464516;0.0884541;0.00613445
1;3;1000;10;7;7;8;7.5;69.28220571;4.01781;0.00712378;0.0281004;0.0728321;0.00505103
1;3;1000;10;8;8;9;8.5;19.63637279;1.00445;0.00178094;0.00917563;0.0310621;0.00215421
1;3;1000;10;9;9;10;9.5;0;0;0;0;0;0
1;3;1000;10;10;10;11;10.5;12.13320658;0.502226;0.000890472;0.00716846;0.0379176;0.00262965
1;3;1000;10;11;11;12;11.5;39.8713252;1.50668;0.00267142;0.0260215;0.166545;0.0115502
1;3;1000;10;12;12;13;12.5;0;0;0;0;0;0
1;3;1000;10;13;13;14;13.5;0;0;0;0;0;0
1;3;1000;10;14;14;15;14.5;0;0;0;0;0;0
1;3;1000;10;15;15;16;15.5;0;0;0;0;0;0
1;3;1000;10;16;16;17;16.5;0;0;0;0;0;0
1;3;1000;10;17;17;18;17.5;0;0;0;0;0;0
1;3;1000;10;18;18;19;18.5;0;0;0;0;0;0
1;3;1000;10;9999;19;100;59.5;6.266984495;4.52004;0.00801425;0;0;0
1;1;1000;20;3;3;4;3.5;3633.700903;453.99;0.695238;0.460847;0.10388;0.0192544
1;1;1000;20;4;4;5;4.5;1540.160767;149.257;0.228571;0.269353;0.107939;0.0200066
1;1;1000;20;5;5;6;5.5;364.1493591;28.8338;0.0441558;0.0813034;0.0509076;0.00943583
1;1;1000;20;6;6;7;6.5;92.8954179;6.21905;0.00952381;0.0252519;0.0227683;0.00422015
1;1;1000;20;7;7;8;7.5;116.989002;6.78442;0.0103896;0.0374952;0.0460157;0.0085291
1;1;1000;20;8;8;9;8.5;33.15770013;1.6961;0.0025974;0.0122433;0.0196252;0.00363757
1;1;1000;20;9;9;10;9.5;0;0;0;0;0;0
1;1;1000;20;10;10;11;10.5;27.31738701;1.13074;0.0017316;0.0127535;0.031942;0.00592052
1;1;1000;20;11;11;12;11.5;14.96135303;0.565368;0.000865801;0.00771585;0.0233832;0.00433412
1;1;1000;20;12;12;13;12.5;0;0;0;0;0;0
1;1;1000;20;13;13;14;13.5;17.56636825;0.565368;0.000865801;0.0107767;0.0456148;0.0084548
1;1;1000;20;14;14;15;14.5;18.86873094;0.565368;0.000865801;0.0124984;0.0613543;0.0113721
1;1;1000;20;15;15;16;15.5;20.17102199;0.565368;0.000865801;0.0143477;0.0808533;0.0149863
1;1;1000;20;16;16;17;16.5;21.47325443;0.565368;0.000865801;0.0163244;0.104668;0.0194004
1;1;1000;20;17;17;18;17.5;22.77543832;0.565368;0.000865801;0.0184288;0.133392;0.0247244
1;1;1000;20;18;18;19;18.5;24.07758154;0.565368;0.000865801;0.0206606;0.167657;0.0310756
1;1;1000;20;9999;19;100;59.5;1.567758261;1.13074;0.0017316;0;0;0
1;2;1000;20;3;3;4;3.5;3117.351836;389.478;0.634328;0.405405;0.138332;0.0165183
1;2;1000;20;4;4;5;4.5;1288.432393;124.862;0.203358;0.231055;0.140161;0.0167367
1;2;1000;20;5;5;6;5.5;990.9960239;78.4683;0.127799;0.226881;0.215045;0.0256787
1;2;1000;20;6;6;7;6.5;94.11011394;6.30037;0.0102612;0.0262321;0.0358036;0.00427533
1;2;1000;20;7;7;8;7.5;59.25943479;3.43657;0.00559701;0.0194754;0.0361803;0.00432032
1;2;1000;20;8;8;9;8.5;67.18280616;3.43657;0.00559701;0.0254372;0.0617221;0.00737027
1;2;1000;20;9;9;10;9.5;37.55188449;1.71828;0.00279851;0.016097;0.0494334;0.00590287
1;2;1000;20;10;10;11;10.5;27.67445493;1.14552;0.00186567;0.0132485;0.0502295;0.00599794
1;2;1000;20;11;11;12;11.5;15.15699425;0.572761;0.000932836;0.00801537;0.0367705;0.00439079
1;2;1000;20;12;12;13;12.5;0;0;0;0;0;0
1;2;1000;20;13;13;14;13.5;17.79607378;0.572761;0.000932836;0.011195;0.0717303;0.00856536
1;2;1000;20;14;14;15;14.5;0;0;0;0;0;0
1;2;1000;20;15;15;16;15.5;0;0;0;0;0;0
1;2;1000;20;16;16;17;16.5;21.75404812;0.572761;0.000932836;0.0169581;0.164592;0.0196541
1;2;1000;20;17;17;18;17.5;0;0;0;0;0;0
1;2;1000;20;18;18;19;18.5;0;0;0;0;0;0
1;2;1000;20;9999;19;100;59.5;4.764765557;3.43657;0.00559701;0;0;0
1;3;1000;20;3;3;4;3.5;2876.177635;359.346;0.712988;0.5036;0.167862;0.0152404
1;3;1000;20;4;4;5;4.5;1110.050413;107.575;0.213442;0.268016;0.15882;0.0144195
1;3;1000;20;5;5;6;5.5;254.3746279;20.1417;0.0399637;0.078409;0.072599;0.00659135
1;3;1000;20;6;6;7;6.5;116.2418697;7.78202;0.0154405;0.0436239;0.0581637;0.00528075
1;3;1000;20;7;7;8;7.5;63.14894034;3.66213;0.00726612;0.0279421;0.0507084;0.00460388
1;3;1000;20;8;8;9;8.5;17.89806164;0.915531;0.00181653;0.00912396;0.0216266;0.0019635
1;3;1000;20;9;9;10;9.5;20.00833063;0.915531;0.00181653;0.0115475;0.0346416;0.00314515
1;3;1000;20;10;10;11;10.5;11.05910376;0.457766;0.000908265;0.00712809;0.0263996;0.00239686
1;3;1000;20;11;11;12;11.5;24.22772867;0.915531;0.00181653;0.01725;0.0773034;0.00701847
1;3;1000;20;12;12;13;12.5;13.16853463;0.457766;0.000908265;0.0102645;0.0547423;0.00497012
1;3;1000;20;13;13;14;13.5;0;0;0;0;0;0
1;3;1000;20;14;14;15;14.5;0;0;0;0;0;0
1;3;1000;20;15;15;16;15.5;0;0;0;0;0;0
1;3;1000;20;16;16;17;16.5;0;0;0;0;0;0
1;3;1000;20;17;17;18;17.5;0;0;0;0;0;0
1;3;1000;20;18;18;19;18.5;19.49508673;0.457766;0.000908265;0.023095;0.277133;0.0251612
1;3;1000;20;9999;19;100;59.5;1.904064966;1.3733;0.0027248;0;0;0
1;1;1000;40;3;3;4;3.5;2443.07737;305.235;0.646685;0.373928;0.0781551;0.0129455
1;1;1000;40;4;4;5;4.5;1114.776447;108.033;0.228883;0.23528;0.0874245;0.0144808
1;1;1000;40;5;5;6;5.5;324.8509121;25.7221;0.0544959;0.0875299;0.0508187;0.00841753
1;1;1000;40;6;6;7;6.5;160.0898274;10.7175;0.0227066;0.0525179;0.0439074;0.00727274
1;1;1000;40;7;7;8;7.5;81.31663525;4.71571;0.00999092;0.0314524;0.0357913;0.00592841
1;1;1000;40;8;8;9;8.5;75.42756086;3.85831;0.00817439;0.0336115;0.0499568;0.00827477
1;1;1000;40;9;9;10;9.5;46.84500775;2.14351;0.00454133;0.0236331;0.0444562;0.00736365
1;1;1000;40;10;10;11;10.5;51.78475356;2.14351;0.00454133;0.0291766;0.0677583;0.0112234
1;1;1000;40;11;11;12;11.5;45.37881199;1.7148;0.00363306;0.028243;0.0793639;0.0131457
1;1;1000;40;12;12;13;12.5;49.32957707;1.7148;0.00363306;0.0336115;0.112403;0.0186182
1;1;1000;40;13;13;14;13.5;39.96000163;1.2861;0.0027248;0.0295851;0.116115;0.019233
1;1;1000;40;14;14;15;14.5;14.30757281;0.428701;0.000908265;0.0114372;0.0520601;0.00862314
1;1;1000;40;15;15;16;15.5;15.29505967;0.428701;0.000908265;0.0131295;0.0686053;0.0113637
1;1;1000;40;16;16;17;16.5;0;0;0;0;0;0
1;1;1000;40;17;17;18;17.5;17.26990771;0.428701;0.000908265;0.0168641;0.113185;0.0187477
1;1;1000;40;18;18;19;18.5;0;0;0;0;0;0
1;1;1000;40;9999;19;100;59.5;4.755115595;3.42961;0.00726612;0;0;0
1;2;1000;40;3;3;4;3.5;2542.334016;317.636;0.699638;0.498758;0.197208;0.0134714
1;2;1000;40;4;4;5;4.5;1005.895025;97.4813;0.214717;0.272119;0.191281;0.0130665
1;2;1000;40;5;5;6;5.5;262.8223353;20.8106;0.0458384;0.0907701;0.0996952;0.00681026
1;2;1000;40;6;6;7;6.5;130.8854397;8.76236;0.0193004;0.0550354;0.0870434;0.005946
1;2;1000;40;7;7;8;7.5;66.10452312;3.83353;0.00844391;0.0327728;0.0705507;0.00481937
1;2;1000;40;8;8;9;8.5;32.11845519;1.64294;0.00361882;0.0183451;0.0515813;0.00352356
1;2;1000;40;9;9;10;9.5;11.96848851;0.547648;0.00120627;0.00773935;0.0275411;0.00188135
1;2;1000;40;10;10;11;10.5;0;0;0;0;0;0
1;2;1000;40;11;11;12;11.5;0;0;0;0;0;0
1;2;1000;40;12;12;13;12.5;0;0;0;0;0;0
1;2;1000;40;13;13;14;13.5;0;0;0;0;0;0
1;2;1000;40;14;14;15;14.5;0;0;0;0;0;0
1;2;1000;40;15;15;16;15.5;0;0;0;0;0;0
1;2;1000;40;16;16;17;16.5;20.80023072;0.547648;0.00120627;0.0244602;0.2751;0.0187923
1;2;1000;40;17;17;18;17.5;0;0;0;0;0;0
1;2;1000;40;18;18;19;18.5;0;0;0;0;0;0
1;2;1000;40;9999;19;100;59.5;3.796538885;2.73824;0.00603136;0;0;0
1;3;1000;40;3;3;4;3.5;3049.950803;381.057;0.744253;0.536438;0.181811;0.0161612
1;3;1000;40;4;4;5;4.5;1017.177657;98.5747;0.192529;0.246701;0.148645;0.0132131
1;3;1000;40;5;5;6;5.5;204.3905698;16.1839;0.0316092;0.0632863;0.0595809;0.00529617
1;3;1000;40;6;6;7;6.5;65.92982314;4.41379;0.00862069;0.0248542;0.0336946;0.00299513
1;3;1000;40;7;7;8;7.5;76.11039515;4.41379;0.00862069;0.0338294;0.0624234;0.00554885
1;3;1000;40;8;8;9;8.5;19.17487062;0.980843;0.00191571;0.00981896;0.0236648;0.00210358
1;3;1000;40;9;9;10;9.5;10.71782989;0.490421;0.000957854;0.00621356;0.0189532;0.00168476
1;3;1000;40;10;10;11;10.5;23.69604669;0.980843;0.00191571;0.0153421;0.0577754;0.00513568
1;3;1000;40;11;11;12;11.5;12.97802797;0.490421;0.000957854;0.00928199;0.0422945;0.00375958
1;3;1000;40;12;12;13;12.5;14.10791959;0.490421;0.000957854;0.0110463;0.0599016;0.00532467
1;3;1000;40;13;13;14;13.5;30.47545905;0.980843;0.00191571;0.0259282;0.165012;0.014668
1;3;1000;40;14;14;15;14.5;0;0;0;0;0;0
1;3;1000;40;15;15;16;15.5;17.49708645;0.490421;0.000957854;0.0172599;0.146244;0.0129997
1;3;1000;40;16;16;17;16.5;0;0;0;0;0;0
1;3;1000;40;17;17;18;17.5;0;0;0;0;0;0
1;3;1000;40;18;18;19;18.5;0;0;0;0;0;0
1;3;1000;40;9999;19;100;59.5;3.399822867;2.45211;0.00478927;0;0;0
1;1;1000;80;3;3;4;3.5;947.4803669;118.377;0.477327;0.1544;0.0144101;0.00502055
1;1;1000;80;4;4;5;4.5;451.9605213;43.7995;0.176611;0.101561;0.0168509;0.00587094
1;1;1000;80;5;5;6;5.5;276.5781178;21.8998;0.0883055;0.0793447;0.0205699;0.00716668
1;1;1000;80;6;6;7;6.5;247.5518257;16.5728;0.0668258;0.0864642;0.0322786;0.011246
1;1;1000;80;7;7;8;7.5;142.8888049;8.2864;0.0334129;0.0588437;0.0299;0.0104173
1;1;1000;80;8;8;9;8.5;138.8519991;7.10263;0.0286396;0.0658775;0.0437212;0.0152327
1;1;1000;80;9;9;10;9.5;155.2233287;7.10263;0.0286396;0.0833762;0.0700329;0.0243999
1;1;1000;80;10;10;11;10.5;57.1970625;2.36754;0.00954654;0.0343112;0.0355804;0.0123964
1;1;1000;80;11;11;12;11.5;62.65229329;2.36754;0.00954654;0.0415166;0.0520933;0.0181496
1;1;1000;80;12;12;13;12.5;17.02673007;0.591885;0.00238663;0.012352;0.0184449;0.0064263
